title,postingFrom,permalink,shortDescription,postingDate,mailToLink
i need a ride to duluth tonight  (duluth mn),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3398778205.html,lookin for a ride from minneapolis toduliyh tonight at anytime. stranded in te cities. text me and i can help pay for gas. 715-768-5048,2012-11-09T17:52:03-06:00,emailnotfound
"need ride to chicago,il on nov 23rd eve or 24th morning  (dwtn minneapolis)",minneapolis,http://minneapolis.craigslist.org/hnp/rid/3390541590.html,"i have a valid drivers license. 
i am looking for a ride to chicago on november 23rd evening or 24th early morning. 
i can share the gas and we can enjoy the trip. 
please email me. i am anandh/30/male/indian. 
thanks 
andy",2012-11-09T16:28:17-06:00,emailnotfound
ride to des moines/denver offered,minneapolis,http://minneapolis.craigslist.org/ram/rid/3398486772.html,"hello! 
i'm driving to des moines on thursday morning the 15th of november, then heading to colorado. 
paul 
651-335-0583",2012-11-09T15:39:09-06:00,emailnotfound
looking to go anywhere (minneapolis),minneapolis,http://minneapolis.craigslist.org/wsh/rid/3397824541.html,"looking for a ride out of minnesota. preferably south texas, kansas city, california would be great but honestly i'm not picky tell me where your going. got money for gas just need to stretch my legs.",2012-11-09T11:30:54-06:00,emailnotfound
going west california san francisco bay area?,minneapolis,http://minneapolis.craigslist.org/wsh/rid/3390567852.html,"well if so and can bring a 3'x3.5' suitcase along , splendid ! 
trying to buy a vintage suitcase minibike in the minneapolis area and the owner won't ship! 
so please e a phone number and we'll get it together! 
thank you!",2012-11-09T10:47:40-06:00,emailnotfound
need a ride to virginia mn,minneapolis,http://minneapolis.craigslist.org/hnp/rid/3397628133.html,i'm trying to get to virginia mn today and come back sunday anyone going that way,2012-11-09T10:19:19-06:00,emailnotfound
need ride to ladysmith wi nov21  (msp airport),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3397213083.html,"arriving in to msp from amsterdam at 2pm on nov 21 and looking for a ride to ladysmith to celebrate thanksgiving with family. there are two of us and two small luggage bags. 
thanks for helping us out!",2012-11-09T06:45:29-06:00,emailnotfound
looking for carpool riders on highway 100  (mpls/robinsdale/bloomington),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3396984330.html,"i'm looking for passengers for a carpool. i commute weekdays from the robinsdale/camden area to the normandale lake office park in west bloomington. i work from 11 am to 5:30 pm. i'm willing to drive everyday (i do it anyway), and i expect my passeng [...]",2012-11-09T00:28:49-06:00,emailnotfound
driving east through minneapolis (minneapolis to east),minneapolis,http://minneapolis.craigslist.org/wsh/rid/3396802477.html,"i am driving from edmonton canada to washington dc and will be passing through minneapolis december 1st. 
if you need a ride east, toward or through chicago and can help drive, and are a safe and reliable licensed driver, please email me if intereste [...]",2012-11-08T21:45:30-06:00,emailnotfound
need ride from minneapolis to albert lea (downtown minneapolis),minneapolis,http://minneapolis.craigslist.org/hnp/rid/3395693855.html,hello i am trying to get to albert lea where the 90 is i have a friend who is a truck driver who can pick me up from there and take me where i am heading. i am a 28 y/o easy going guy but am down on my luck and just lost my wallet and wanna get out o [...],2012-11-08T13:01:19-06:00,emailnotfound
